"max_ms","sellout_sec","tps","strategy","p95_ms","seat_count","value","p99_ms","repeat","http_reqs","label","p50_ms","kind","error_rate","duplicated_seats","sold_seats","tps_spread_pct","pool_size","check_ok_rate","run_id","duration","sweep","vus","excess_reservations"
"912.27","0.066","1563.6","redis","269.98","50","50","373.63","3","25112","경합강도","133.3","run","0.0043","0","50","","10","0.6638","20260907-141405","15s","SEAT_COUNT","500","0"
"","0.092","1563.6","redis","269.98","50","50","373.63","0","","경합강도","134.74","median","","","","0.8","10","","20260907-141405","15s","SEAT_COUNT","500","0"
"1007.93","0.213","2931.4","redis","269.96","100","100","371.23","1","47049","경합강도","142.28","run","0.0009","0","100","","10","0.6661","20260907-141405","15s","SEAT_COUNT","500","0"
"880.37","0.211","3014.7","redis","255.6","100","100","340.19","2","48421","경합강도","138.97","run","0","0","100","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"1193.65","0.154","3004.6","redis","258.28","100","100","341.19","3","48256","경합강도","139.36","run","0","0","100","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"","0.211","3004.6","redis","258.28","100","100","341.19","0","","경합강도","139.36","median","","","","2.8","10","","20260907-141405","15s","SEAT_COUNT","500","0"
"775.52","0.818","3100.9","redis","255.09","200","200","334.53","1","47199","경합강도","145.29","run","0.003","0","200","","10","0.6647","20260907-141405","15s","SEAT_COUNT","500","0"
"772.18","0.413","3267.7","redis","234.51","200","200","306.32","2","49749","경합강도","138.59","run","0","0","200","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"727.56","0.43","3272.3","redis","233.68","200","200","303.3","3","49773","경합강도","138.61","run","0.001","0","200","","10","0.666","20260907-141405","15s","SEAT_COUNT","500","0"
"","0.43","3267.7","redis","234.51","200","200","306.32","0","","경합강도","138.61","median","","","","5.2","10","","20260907-141405","15s","SEAT_COUNT","500","0"
"549.04","1.335","3340.9","redis","220.65","500","500","281.5","1","50804","경합강도","136.23","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"481.58","1.636","3388","redis","211.82","500","500","268.2","2","51493","경합강도","135.71","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"593.64","0.832","3414.6","redis","207.59","500","500","259.41","3","51890","경합강도","135.91","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"","1.335","3388","redis","211.82","500","500","268.2","0","","경합강도","135.91","median","","","","2.2","10","","20260907-141405","15s","SEAT_COUNT","500","0"
"527.92","1.535","3297.4","redis","225.82","1000","1000","287.58","1","50241","경합강도","136.23","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"559.32","0.902","3445.8","redis","209.22","1000","1000","261.27","2","52358","경합강도","133.15","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"514.79","1.218","3343.2","redis","212.35","1000","1000","264.21","3","50887","경합강도","138.51","run","0","0","500","","10","0.6667","20260907-141405","15s","SEAT_COUNT","500","0"
"","1.218","3343.2","redis","212.35","1000","1000","264.21","0","","경합강도","136.23","median","","","","4.4","10","","20260907-141405","15s","SEAT_COUNT","500","0"
