"max_ms","sellout_sec","tps","strategy","p95_ms","seat_count","value","p99_ms","repeat","http_reqs","label","p50_ms","kind","error_rate","duplicated_seats","sold_seats","tps_spread_pct","pool_size","check_ok_rate","run_id","duration","sweep","vus","excess_reservations"
"399.25","0","25.5","redis","376.06","2","2","386.46","2","404","경합강도","334.36","run","0","0","2","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"365.27","0","25.7","redis","342.09","2","2","355.88","3","404","경합강도","282.47","run","0","0","2","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0","25.5","redis","376.06","2","2","386.46","0","","경합강도","282.47","median","","","","0.8","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"482.72","0.005","62.5","redis","284.79","5","5","372.12","1","1004","경합강도","182.22","run","0","0","5","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"580.51","0.002","62.5","redis","260.2","5","5","375.31","2","1004","경합강도","169.25","run","0","0","5","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"430.27","0.003","62.7","redis","204.98","5","5","380.86","3","1004","경합강도","173.12","run","0","0","5","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.003","62.5","redis","260.2","5","5","375.31","0","","경합강도","173.12","median","","","","0.3","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"716.04","0.011","124.7","redis","288.76","10","10","385.71","1","2004","경합강도","76.64","run","0","0","10","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"671.7","0.011","124.7","redis","246.37","10","10","418.97","2","2004","경합강도","93.62","run","0","0","10","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"1002.51","0.015","124.7","redis","318.33","10","10","520.12","3","2004","경합강도","87.66","run","0","0","10","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.011","124.7","redis","288.76","10","10","418.97","0","","경합강도","87.66","median","","","","0","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"1059.74","0.016","249.1","redis","293.15","20","20","523.25","1","4004","경합강도","60.38","run","0","0","20","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"1560.83","0.032","249.1","redis","347.93","20","20","617.35","2","4004","경합강도","61.92","run","0","0","20","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"841.82","0.026","249.5","redis","224.11","20","20","387.3","3","4004","경합강도","43.58","run","0","0","20","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.026","249.1","redis","293.15","20","20","523.25","0","","경합강도","60.38","median","","","","0.2","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"1305.81","0.072","622.4","redis","310.79","50","50","501.86","1","10004","경합강도","57.78","run","0","0","50","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"609.65","0.1","625.7","redis","160.73","50","50","265.09","2","10004","경합강도","31.79","run","0","0","50","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"702.76","0.109","622.2","redis","153.91","50","50","245.53","3","10004","경합강도","38.14","run","0","0","50","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.1","622.4","redis","160.73","50","50","265.09","0","","경합강도","38.14","median","","","","0.6","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"697.17","0.182","1246","redis","173.82","100","100","268.82","1","20004","경합강도","42.33","run","0","0","100","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"572.4","0.169","1244.9","redis","161.29","100","100","260.9","2","20004","경합강도","39.43","run","0","0","100","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"621.09","0.136","1246","redis","141.4","100","100","228.6","3","20004","경합강도","36.37","run","0","0","100","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.169","1246","redis","161.29","100","100","260.9","0","","경합강도","39.43","median","","","","0.1","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"532.32","0.699","2487.7","redis","142.7","200","200","218.03","1","40004","경합강도","45.95","run","0","0","200","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"432.41","0.346","2491.1","redis","119.34","200","200","180.25","2","40004","경합강도","36.35","run","0","0","200","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"434.59","0.426","2490.5","redis","115.63","200","200","172.56","3","40004","경합강도","36.16","run","0","0","200","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","0.426","2490.5","redis","119.34","200","200","180.25","0","","경합강도","36.35","median","","","","0.1","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"774.36","2.306","2296.2","redis","195.66","500","500","300.69","1","34935","경합강도","68.78","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"463.08","1.298","2836.8","redis","156.39","500","500","225.76","2","42976","경합강도","56.19","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"471.67","1.038","2857.5","redis","153.55","500","500","221.4","3","43243","경합강도","57.36","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","1.298","2836.8","redis","156.39","500","500","225.76","0","","경합강도","57.36","median","","","","19.8","10","","20260907-162643","15s","SEAT_COUNT","200","0"
"691.39","2.309","2505.3","redis","177.78","1000","1000","265.71","1","37917","경합강도","64.82","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"521.16","1.354","2880.9","redis","152.62","1000","1000","222.02","2","43670","경합강도","56.61","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"456.22","1.189","2909.7","redis","150.08","1000","1000","218.15","3","44028","경합강도","56.31","run","0","0","500","","10","0.6667","20260907-162643","15s","SEAT_COUNT","200","0"
"","1.354","2880.9","redis","152.62","1000","1000","222.02","0","","경합강도","56.61","median","","","","14","10","","20260907-162643","15s","SEAT_COUNT","200","0"
